 -1.100000	-2.000000	1 
 -1.100000	-1.991667	1 
 -1.100000	-1.983333	1 
 -1.100000	-1.975000	1 
 -1.100000	-1.966667	1 
 -1.100000	-1.958333	1 
 -1.100000	-1.950000	1 
 -1.100000	-1.941667	1 
 -1.100000	-1.933333	1 
 -1.100000	-1.925000	1 
 -1.100000	-1.916667	1 
 -1.100000	-1.908333	1 
 -1.100000	-1.900000	1 
 -1.100000	-1.891667	1 
 -1.100000	-1.883333	1 
 -1.100000	-1.875000	1 
 -1.100000	-1.866667	1 
 -1.100000	-1.858333	1 
 -1.100000	-1.850000	1 
 -1.100000	-1.841667	1 
 -1.100000	-1.833333	1 
 -1.100000	-1.825000	1 
 -1.100000	-1.816667	1 
 -1.100000	-1.808333	1 
 -1.100000	-1.800000	1 
 -1.100000	-1.791667	1 
 -1.100000	-1.783333	1 
 -1.100000	-1.775000	1 
 -1.100000	-1.766667	1 
 -1.100000	-1.758333	1 
 -1.100000	-1.750000	1 
 -1.100000	-1.741667	1 
 -1.100000	-1.733333	1 
 -1.100000	-1.725000	1 
 -1.100000	-1.716667	1 
 -1.100000	-1.708333	1 
 -1.100000	-1.700000	1 
 -1.100000	-1.691667	1 
 -1.100000	-1.683333	1 
 -1.100000	-1.675000	1 
 -1.100000	-1.666667	1 
 -1.100000	-1.658333	1 
 -1.100000	-1.650000	1 
 -1.100000	-1.641667	1 
 -1.100000	-1.633333	1 
 -1.100000	-1.625000	1 
 -1.100000	-1.616667	1 
 -1.100000	-1.608333	1 
 -1.100000	-1.600000	1 
 -1.100000	-1.591667	1 
 -1.100000	-1.583333	1 
 -1.100000	-1.575000	1 
 -1.100000	-1.566667	1 
 -1.100000	-1.558333	1 
 -1.100000	-1.550000	1 
 -1.100000	-1.541667	1 
 -1.100000	-1.533333	1 
 -1.100000	-1.525000	1 
 -1.100000	-1.516667	1 
 -1.100000	-1.508333	1 
 -1.100000	-1.500000	1 
 -1.100000	-1.491667	1 
 -1.100000	-1.483333	1 
 -1.100000	-1.475000	1 
 -1.100000	-1.466667	1 
 -1.100000	-1.458333	1 
 -1.100000	-1.450000	1 
 -1.100000	-1.441667	1 
 -1.100000	-1.433333	1 
 -1.100000	-1.425000	1 
 -1.100000	-1.416667	1 
 -1.100000	-1.408333	1 
 -1.100000	-1.400000	1 
 -1.100000	-1.391667	1 
 -1.100000	-1.383333	1 
 -1.100000	-1.375000	1 
 -1.100000	-1.366667	1 
 -1.100000	-1.358333	1 
 -1.100000	-1.350000	1 
 -1.100000	-1.341667	1 
 -1.100000	-1.333333	1 
 -1.100000	-1.325000	1 
 -1.100000	-1.316667	1 
 -1.100000	-1.308333	1 
 -1.100000	-1.300000	1 
 -1.100000	-1.291667	1 
